Bulk Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
33 4693.55 804.00 100.013996 64.5232 0.0748336 10.2273 0.139672 0 0.414786 0 0.0166297 0 0 0.340909 3.73337 3.89966 0 16.6297
70 3927.42 744.50 100.015942 64.5219 0.0748321 10.2271 0.159097 0 0.397297 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
27 4846.77 822.00 100.013571 64.5235 0.0748339 10.2273 0.135431 0 0.418605 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
34 4387.10 801.00 100.014276 64.523 0.0748334 10.2272 0.14247 0 0.412267 0 0.0166296 0 0 0.340908 3.73335 3.89965 0 16.6296
27 4233.87 822.00 100.014001 64.5232 0.0748336 10.2273 0.139729 0 0.414735 0 0.0166297 0 0 0.340909 3.73337 3.89966 0 16.6297
28 4846.77 819.00 100.013621 64.5234 0.0748339 10.2273 0.135935 0 0.418151 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
35 4387.10 798.00 100.014334 64.523 0.0748333 10.2272 0.143046 0 0.411749 0 0.0166296 0 0 0.340907 3.73335 3.89965 0 16.6296
28 4233.87 819.00 100.014054 64.5232 0.0748336 10.2273 0.140259 0 0.414258 0 0.0166297 0 0 0.340908 3.73336 3.89966 0 16.6297
29 4846.77 816.00 100.013672 64.5234 0.0748338 10.2273 0.136446 0 0.417691 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
36 4387.10 795.00 100.014392 64.5229 0.0748333 10.2272 0.143629 0 0.411224 0 0.0166296 0 0 0.340907 3.73335 3.89965 0 16.6296
29 4233.87 816.00 100.014108 64.5231 0.0748335 10.2272 0.140796 0 0.413774 0 0.0166297 0 0 0.340908 3.73336 3.89966 0 16.6297
37 4387.10 792.00 100.014451 64.5229 0.0748333 10.2272 0.14422 0 0.410692 0 0.0166296 0 0 0.340907 3.73335 3.89964 0 16.6296
40 4080.65 783.00 100.014868 64.5226 0.0748329 10.2272 0.148375 0 0.406951 0 0.0166295 0 0 0.340906 3.73333 3.89963 0 16.6295
30 4233.87 813.00 100.014163 64.5231 0.0748335 10.2272 0.141341 0 0.413284 0 0.0166297 0 0 0.340908 3.73336 3.89966 0 16.6297
38 4387.10 789.00 100.014511 64.5229 0.0748332 10.2272 0.14482 0 0.410152 0 0.0166296 0 0 0.340907 3.73335 3.89964 0 16.6296
31 4233.87 810.00 100.014218 64.5231 0.0748334 10.2272 0.141892 0 0.412787 0 0.0166297 0 0 0.340908 3.73336 3.89965 0 16.6297
39 4387.10 786.00 100.014572 64.5228 0.0748332 10.2272 0.145427 0 0.409605 0 0.0166296 0 0 0.340907 3.73334 3.89964 0 16.6296
40 4387.10 783.00 100.014634 64.5228 0.0748331 10.2272 0.146043 0 0.40905 0 0.0166296 0 0 0.340906 3.73334 3.89964 0 16.6296
41 4080.65 780.00 100.014932 64.5226 0.0748329 10.2272 0.149014 0 0.406375 0 0.0166295 0 0 0.340905 3.73333 3.89963 0 16.6295
30 4846.77 813.00 100.013724 64.5234 0.0748338 10.2273 0.136963 0 0.417225 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
31 4846.77 810.00 100.013777 64.5233 0.0748338 10.2273 0.137487 0 0.416753 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
42 4080.65 777.00 100.014997 64.5225 0.0748329 10.2272 0.149662 0 0.405792 0 0.0166295 0 0 0.340905 3.73333 3.89962 0 16.6295
43 4080.65 774.00 100.015062 64.5225 0.0748328 10.2271 0.150318 0 0.405201 0 0.0166295 0 0 0.340905 3.73333 3.89962 0 16.6295
44 4080.65 771.00 100.015129 64.5225 0.0748328 10.2271 0.150984 0 0.404602 0 0.0166295 0 0 0.340905 3.73332 3.89962 0 16.6295
32 4846.77 807.00 100.013830 64.5233 0.0748337 10.2273 0.138019 0 0.416275 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
