Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
42 4183.01 1157.00 99.857124 45.4925 2.33446 16.3193 2.55842 0 11.5806 0.216209 5.49788 0 0 7.85824 4.45171 1.52841 0.724349 1.02226 0.415722
41 4650.00 1222.00 99.820513 43.3135 2.77161 13.9336 1.85735 0 12.1784 0.214807 8.94334 0 0 10.6877 2.94664 1.09989 0.480333 0.98686 0.586004
39 5850.00 1220.00 99.808427 42.8445 2.82289 14.4747 1.97771 0 12.1382 0.281892 8.30984 0 0 10.7129 2.99758 1.14643 0.507206 0.992502 0.793606
43 4157.96 1157.00 99.853820 45.494 2.33453 16.3198 2.5585 0 11.581 0.216216 5.49806 0 0 7.8585 4.45185 1.52846 0.724373 1.02219 0.41253
42 4625.00 1222.00 99.816245 43.3154 2.77173 13.9342 1.85743 0 12.1789 0.214816 8.94372 0 0 10.6881 2.94676 1.09994 0.480353 0.986771 0.581884
40 5825.00 1220.00 99.803620 42.8466 2.82302 14.4754 1.9778 0 12.1388 0.281905 8.31025 0 0 10.7134 2.99772 1.14648 0.507231 0.992428 0.788949
43 4600.00 1222.00 99.811987 43.3172 2.77185 13.9348 1.8575 0 12.1794 0.214826 8.94411 0 0 10.6886 2.94689 1.09999 0.480374 0.98668 0.577776
44 4132.91 1157.00 99.850523 45.4955 2.33461 16.3203 2.55859 0 11.5814 0.216223 5.49824 0 0 7.85876 4.452 1.52851 0.724397 1.02212 0.409347
41 5800.00 1220.00 99.798824 42.8487 2.82316 14.4761 1.9779 0 12.1394 0.281919 8.31064 0 0 10.7139 2.99787 1.14654 0.507255 0.992354 0.784303
44 4575.00 1222.00 99.807740 43.319 2.77197 13.9354 1.85758 0 12.1799 0.214835 8.94449 0 0 10.689 2.94702 1.10003 0.480394 0.986589 0.573678
45 4107.86 1157.00 99.847235 45.497 2.33469 16.3209 2.55867 0 11.5818 0.21623 5.49842 0 0 7.85901 4.45215 1.52856 0.72442 1.02205 0.406173
42 5775.00 1220.00 99.794040 42.8507 2.82329 14.4768 1.97799 0 12.14 0.281932 8.31104 0 0 10.7144 2.99801 1.14659 0.507279 0.992279 0.779669
45 4550.00 1222.00 99.803502 43.3209 2.77208 13.936 1.85766 0 12.1805 0.214844 8.94487 0 0 10.6895 2.94714 1.10008 0.480415 0.986497 0.56959
46 4082.82 1157.00 99.843954 45.4985 2.33476 16.3214 2.55875 0 11.5821 0.216237 5.4986 0 0 7.85927 4.45229 1.52861 0.724444 1.02198 0.403008
46 4525.00 1222.00 99.799275 43.3227 2.7722 13.9366 1.85774 0 12.181 0.214853 8.94524 0 0 10.6899 2.94727 1.10013 0.480435 0.986404 0.565514
43 5750.00 1220.00 99.789267 42.8528 2.82343 14.4775 1.97809 0 12.1405 0.281946 8.31144 0 0 10.7149 2.99815 1.14665 0.507304 0.992204 0.775047
47 4057.77 1157.00 99.840682 45.5 2.33484 16.322 2.55884 0 11.5825 0.216244 5.49878 0 0 7.85953 4.45244 1.52866 0.724468 1.0219 0.399851
47 4500.00 1222.00 99.795058 43.3245 2.77232 13.9372 1.85782 0 12.1815 0.214862 8.94562 0 0 10.6904 2.94739 1.10017 0.480455 0.98631 0.561447
44 5725.00 1220.00 99.784507 42.8548 2.82356 14.4782 1.97818 0 12.1411 0.281959 8.31184 0 0 10.7154 2.9983 1.1467 0.507328 0.992127 0.770437
48 4032.72 1157.00 99.837418 45.5015 2.33492 16.3225 2.55892 0 11.5829 0.216251 5.49896 0 0 7.85979 4.45258 1.52871 0.724492 1.02183 0.396702
48 4475.00 1222.00 99.790851 43.3264 2.77243 13.9378 1.8579 0 12.182 0.214871 8.946 0 0 10.6908 2.94751 1.10022 0.480476 0.986215 0.557392
49 4007.67 1157.00 99.834161 45.5029 2.33499 16.323 2.559 0 11.5833 0.216258 5.49914 0 0 7.86004 4.45273 1.52876 0.724515 1.02175 0.393563
45 5700.00 1220.00 99.779757 42.8568 2.8237 14.4789 1.97828 0 12.1417 0.281973 8.31223 0 0 10.7159 2.99844 1.14675 0.507352 0.992051 0.765838
49 4450.00 1222.00 99.786654 43.3282 2.77255 13.9384 1.85798 0 12.1825 0.21488 8.94638 0 0 10.6913 2.94764 1.10027 0.480496 0.986119 0.553347
50 3982.62 1157.00 99.830913 45.5044 2.33507 16.3236 2.55909 0 11.5837 0.216265 5.49932 0 0 7.8603 4.45287 1.52881 0.724539 1.02168 0.390431
46 5675.00 1220.00 99.775020 42.8589 2.82383 14.4796 1.97837 0 12.1423 0.281986 8.31263 0 0 10.7165 2.99858 1.14681 0.507376 0.991973 0.76125
50 4425.00 1222.00 99.782467 43.33 2.77267 13.9389 1.85805 0 12.183 0.214889 8.94675 0 0 10.6917 2.94776 1.10031 0.480516 0.986022 0.549312
51 3957.57 1157.00 99.827672 45.5059 2.33514 16.3241 2.55917 0 11.584 0.216272 5.4995 0 0 7.86055 4.45302 1.52886 0.724562 1.0216 0.387309
47 5650.00 1220.00 99.770293 42.8609 2.82396 14.4803 1.97847 0 12.1428 0.281999 8.31302 0 0 10.717 2.99872 1.14686 0.5074 0.991895 0.756674
51 4400.00 1222.00 99.778290 43.3318 2.77278 13.9395 1.85813 0 12.1835 0.214898 8.94713 0 0 10.6922 2.94789 1.10036 0.480536 0.985924 0.545288
52 3932.52 1157.00 99.824440 45.5074 2.33522 16.3246 2.55925 0 11.5844 0.216279 5.49968 0 0 7.86081 4.45316 1.52891 0.724586 1.02152 0.384195
48 5625.00 1220.00 99.765579 42.8629 2.8241 14.481 1.97856 0 12.1434 0.282013 8.31341 0 0 10.7175 2.99887 1.14692 0.507424 0.991816 0.75211
52 4375.00 1222.00 99.774123 43.3336 2.7729 13.9401 1.85821 0 12.184 0.214907 8.9475 0 0 10.6926 2.94801 1.1004 0.480556 0.985825 0.541275
53 3907.48 1157.00 99.821215 45.5088 2.33529 16.3251 2.55934 0 11.5848 0.216286 5.49985 0 0 7.86106 4.45331 1.52896 0.724609 1.02144 0.381089
49 5600.00 1220.00 99.760875 42.865 2.82423 14.4816 1.97865 0 12.144 0.282026 8.31381 0 0 10.718 2.99901 1.14697 0.507448 0.991737 0.747557
53 4350.00 1222.00 99.769966 43.3354 2.77301 13.9407 1.85829 0 12.1845 0.214916 8.94787 0 0 10.6931 2.94813 1.10045 0.480576 0.985725 0.537272
54 3882.43 1157.00 99.817998 45.5103 2.33537 16.3257 2.55942 0 11.5852 0.216293 5.50003 0 0 7.86132 4.45345 1.529 0.724633 1.02136 0.377992
50 5575.00 1220.00 99.756183 42.867 2.82436 14.4823 1.97875 0 12.1446 0.282039 8.3142 0 0 10.7185 2.99915 1.14703 0.507472 0.991657 0.743015
