Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
38 1000.00 1289.00 99.627457 49.0179 0.702437 14.9751 1.60117 0 7.03852 0.183245 9.28439 0 0 11.9822 1.81208 0.620995 0.101803 2.68014
39 4000.00 1286.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
40 10000.00 1283.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
40 4000.00 1283.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04273
41 10000.00 1280.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
41 4000.00 1280.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.042733
42 10000.00 1277.00 99.785992 48.8213 0.701148 14.9458 1.59637 0 7.01183 0.182953 9.20202 0 0 11.9586 1.80915 0.620009 0.101641 3.04922
41 1000.00 1280.00 99.633905 49.0147 0.702392 14.9742 1.60107 0 7.03807 0.183233 9.28379 0 0 11.9814 1.81197 0.620955 0.101796 2.68644
43 10000.00 1280.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
42 1000.00 1277.00 99.636075 49.0137 0.702377 14.9739 1.60103 0 7.03791 0.183229 9.28359 0 0 11.9811 1.81193 0.620942 0.101794 2.68856
44 10000.00 1279.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
43 1000.00 1274.00 99.638255 49.0126 0.702361 14.9735 1.601 0 7.03776 0.183225 9.28338 0 0 11.9809 1.81189 0.620928 0.101791 2.69069
44 1000.00 1271.00 99.640446 49.0115 0.702346 14.9732 1.60096 0 7.03761 0.183221 9.28318 0 0 11.9806 1.81185 0.620914 0.101789 2.69283
45 1000.00 1268.00 99.642647 49.0104 0.70233 14.9729 1.60093 0 7.03745 0.183217 9.28297 0 0 11.9803 1.81181 0.620901 0.101787 2.69498
46 10000.00 1279.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
46 7000.00 1265.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
46 1000.00 1265.00 99.644860 49.0093 0.702315 14.9725 1.60089 0 7.03729 0.183213 9.28277 0 0 11.9801 1.81177 0.620887 0.101785 2.69714
47 7000.00 1262.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
48 4000.00 1259.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427931
48 7000.00 1259.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
48 1000.00 1259.00 99.649317 49.0072 0.702283 14.9719 1.60082 0 7.03698 0.183204 9.28235 0 0 11.9795 1.81169 0.620859 0.10178 2.70149
49 7000.00 1256.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
49 1000.00 1256.00 99.651561 49.0061 0.702267 14.9715 1.60078 0 7.03682 0.1832 9.28214 0 0 11.9793 1.81165 0.620845 0.101778 2.70368
50 7000.00 1253.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
51 4000.00 1250.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.042778
51 7000.00 1250.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
52 4000.00 1247.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04271
52 7000.00 1247.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
53 4000.00 1244.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
53 7000.00 1244.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427732
