System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(QFM) rhol rhos viscosity aH2O chisqr
224 10000.00 1104.22 6.954622 0.9822271105474933 0.984226 -81032.780588 18.809467 2.586236 9.541761 -14.609129 245.449323 -8.657 0.000 2.683628 3.029909 3.163 n/a n/a
222 8944.44 1075.95 5.350697 0.9845275830911897 0.986256 -63283.503485 14.544434 2.022194 7.387139 -12.821614 203.315441 -9.098 0.000 2.641349 2.978687 3.124 n/a n/a
225 10000.00 1102.21 6.846981 0.9814554868465992 0.983401 -79833.647644 18.518207 2.548868 9.391162 -14.407383 242.308797 -8.682 0.000 2.680968 3.001188 3.173 n/a n/a
223 8944.44 1073.95 5.276773 0.9846353778072500 0.986358 -62446.534693 14.344662 1.996009 7.283971 -12.678544 201.221574 -9.124 0.000 2.639046 2.977424 3.131 n/a n/a
224 8944.44 1071.95 5.204555 0.9847395181130288 0.986456 -61628.360425 14.149474 1.970404 7.183208 -12.538260 199.176225 -9.150 0.000 2.636768 2.976186 3.137 n/a n/a
226 10000.00 1100.21 6.730504 0.9826199170057203 0.984401 -78531.785471 18.207081 2.508426 9.230969 -14.208191 239.133213 -8.706 0.000 2.678305 2.989452 3.183 n/a n/a
225 8944.44 1069.95 5.133985 0.9848401184673004 0.986552 -60828.309146 13.958707 1.945359 7.084765 -12.400666 197.177627 -9.176 0.000 2.634516 2.974974 3.143 n/a n/a
226 8944.44 1067.95 5.065002 0.9849372881355243 0.986644 -60045.740700 13.772208 1.920854 6.988558 -12.265671 195.224098 -9.202 0.000 2.632288 2.973787 3.149 n/a n/a
227 10000.00 1098.21 6.622595 0.9830687477314816 0.984800 -77328.398227 17.917014 2.470765 9.081548 -14.016531 236.107336 -8.731 0.000 2.675670 2.985684 3.193 n/a n/a
227 8944.44 1065.95 4.997552 0.9850311314269327 0.986733 -59280.044512 13.589828 1.896871 6.894511 -12.133188 193.314035 -9.228 0.000 2.630085 2.972625 3.154 n/a n/a
228 8944.44 1063.95 4.931582 0.9851217479331617 0.986819 -58530.637905 13.411428 1.873392 6.802547 -12.003133 191.445905 -9.254 0.000 2.627906 2.971488 3.160 n/a n/a
229 8944.44 1061.95 4.867042 0.9852092327499590 0.986903 -57796.964527 13.236871 1.850400 6.712596 -11.875428 189.618250 -9.280 0.000 2.625751 2.970375 3.165 n/a n/a
228 10000.00 1096.21 6.519523 0.9832283465751934 0.984951 -76178.501123 17.639198 2.434704 8.938415 -13.830215 233.185152 -8.756 0.000 2.673064 2.984294 3.203 n/a n/a
230 8944.44 1059.95 4.803884 0.9852936766883202 0.986983 -57078.492885 13.066030 1.827879 6.624589 -11.749996 187.829673 -9.307 0.000 2.623620 2.969286 3.169 n/a n/a
231 8944.44 1057.96 4.742061 0.9853751664745578 0.987061 -56374.714978 12.898783 1.805813 6.538460 -11.626765 186.078842 -9.333 0.000 2.621512 2.968220 3.174 n/a n/a
229 10000.00 1094.20 6.419226 0.9833831748179602 0.985098 -75058.905201 17.368816 2.399582 8.799167 -13.648329 230.342104 -8.781 0.000 2.670488 2.982946 3.212 n/a n/a
232 8944.44 1055.96 4.681529 0.9854537849400243 0.987137 -55685.145007 12.735010 1.784188 6.454149 -11.505664 184.364482 -9.360 0.000 2.619426 2.967178 3.178 n/a n/a
233 8944.44 1053.96 4.622247 0.9855296112046464 0.987209 -55009.318180 12.574601 1.762989 6.371594 -11.386627 182.685376 -9.386 0.000 2.617363 2.966159 3.182 n/a n/a
230 10000.00 1092.20 6.321595 0.9835333964777571 0.985240 -73968.421583 17.105575 2.365363 8.663648 -13.470710 227.575025 -8.806 0.000 2.667939 2.981638 3.222 n/a n/a
234 8944.44 1051.96 4.564104 0.9834517435010469 0.985398 -54349.391522 12.414599 1.742216 6.288054 -11.259293 180.889770 -9.413 0.000 2.614538 2.968828 3.190 n/a n/a
231 10000.00 1090.20 6.226527 0.9836791695441518 0.985379 -72905.921671 16.849200 2.332012 8.531714 -13.297199 224.880907 -8.831 0.000 2.665418 2.980370 3.230 n/a n/a
235 8944.44 1049.96 4.496824 0.9834798591344063 0.985471 -53586.827637 12.234154 1.718299 6.194961 -11.127987 179.032514 -9.440 0.000 2.611733 2.975619 3.198 n/a n/a
232 10000.00 1088.19 6.133922 0.9838206460746481 0.985513 -71870.333541 16.599428 2.299497 8.403225 -13.127649 222.256897 -8.856 0.000 2.662925 2.979141 3.239 n/a n/a
236 8944.44 1047.96 4.430783 0.9835904839635450 0.985582 -52839.468969 12.057279 1.694869 6.103222 -10.999370 177.198409 -9.466 0.000 2.608951 2.975287 3.205 n/a n/a
237 8944.44 1045.96 4.366323 0.9836975909510088 0.985690 -52109.568619 11.884624 1.671979 6.013711 -10.873359 175.407980 -9.493 0.000 2.606192 2.974970 3.213 n/a n/a
238 8944.44 1043.96 4.303387 0.9838014048146249 0.985794 -51396.508189 11.716043 1.649611 5.926349 -10.749867 173.659663 -9.520 0.000 2.603455 2.974670 3.219 n/a n/a
233 10000.00 1086.19 6.043673 0.9839603811539991 0.985645 -70860.526768 16.355978 2.267783 8.278034 -12.961915 219.700191 -8.882 0.000 2.660459 2.977789 3.247 n/a n/a
239 8944.44 1041.96 4.241923 0.9839019996779800 0.985896 -50699.704531 11.551395 1.627746 5.841061 -10.628810 171.951968 -9.547 0.000 2.600740 2.974388 3.226 n/a n/a
240 8944.44 1039.96 4.181881 0.9839994471368874 0.985994 -50018.599774 11.390545 1.606368 5.757775 -10.510108 170.283471 -9.575 0.000 2.598048 2.974124 3.232 n/a n/a
234 10000.00 1084.19 5.955676 0.9841010040789309 0.985776 -69875.425416 16.118583 2.236837 8.156004 -12.799862 217.208121 -8.907 0.000 2.658018 2.976139 3.255 n/a n/a
241 8944.44 1037.96 4.123213 0.9840938163265642 0.986090 -49352.660010 11.233367 1.585460 5.676423 -10.393686 168.652810 -9.602 0.000 2.595377 2.973878 3.239 n/a n/a
242 8944.44 1035.96 4.065873 0.9841851739880203 0.986183 -48701.374058 11.079736 1.565006 5.596940 -10.279469 167.058681 -9.629 0.000 2.592728 2.973650 3.244 n/a n/a
235 10000.00 1082.19 5.869851 0.9842423857890670 0.985907 -68914.132256 15.887025 2.206632 8.037016 -12.641360 214.778263 -8.932 0.000 2.655604 2.974200 3.263 n/a n/a
243 8944.44 1033.97 4.009817 0.9842735845309554 0.986273 -48064.252308 10.929536 1.544993 5.519261 -10.167388 165.499836 -9.656 0.000 2.590101 2.973440 3.250 n/a n/a
244 8944.44 1031.97 3.955001 0.9843591101005793 0.986361 -47440.825620 10.782653 1.525404 5.443327 -10.057374 163.975078 -9.684 0.000 2.587495 2.973248 3.256 n/a n/a
236 10000.00 1080.18 5.786118 0.9843844055007892 0.986036 -67975.792364 15.661094 2.177142 7.920962 -12.486288 212.408307 -8.958 0.000 2.653216 2.971978 3.271 n/a n/a
245 8944.44 1029.97 3.901387 0.9844418106442150 0.986446 -46830.644305 10.638979 1.506228 5.369081 -9.949365 162.483262 -9.712 0.000 2.584909 2.973074 3.261 n/a n/a
246 8944.44 1027.97 3.848934 0.9845217439703811 0.986528 -46233.277143 10.498411 1.487449 5.296466 -9.843296 161.023290 -9.739 0.000 2.582345 2.972919 3.266 n/a n/a
237 10000.00 1078.18 5.704405 0.9845269500938955 0.986164 -67059.590734 15.440592 2.148340 7.807736 -12.334528 210.096055 -8.983 0.000 2.650853 2.969480 3.278 n/a n/a
247 8944.44 1025.97 3.797605 0.9845989658161133 0.986608 -45648.310479 10.360848 1.469056 5.225430 -9.739108 159.594110 -9.767 0.000 2.579802 2.972782 3.270 n/a n/a
238 10000.00 1076.18 5.624639 0.9846699135603998 0.986292 -66164.750061 15.225328 2.120204 7.697237 -12.185968 207.839411 -9.009 0.000 2.648514 2.966712 3.285 n/a n/a
248 8944.44 1023.97 3.747364 0.9846735299062660 0.986685 -45075.347353 10.226196 1.451037 5.155922 -9.636744 158.194710 -9.795 0.000 2.577278 2.972663 3.275 n/a n/a
249 8944.44 1021.97 3.698178 0.9847454880113776 0.986760 -44514.006691 10.094363 1.433379 5.087892 -9.536149 156.824123 -9.823 0.000 2.574775 2.972562 3.279 n/a n/a
239 10000.00 1074.17 5.546755 0.9848131965060742 0.986418 -65290.528646 15.015121 2.092711 7.589371 -12.040503 205.636380 -9.035 0.000 2.646200 2.963681 3.292 n/a n/a
250 8944.44 1019.97 3.650012 0.9848148900063018 0.986832 -43963.922533 9.965259 1.416072 5.021294 -9.437270 155.481419 -9.851 0.000 2.572292 2.972480 3.283 n/a n/a
251 8944.44 1017.97 3.602836 0.9848817839277704 0.986903 -43424.743312 9.838802 1.399104 4.956083 -9.340055 154.165703 -9.879 0.000 2.569829 2.972416 3.287 n/a n/a
252 8944.44 1015.97 3.556617 0.9849462160253201 0.986971 -42896.131168 9.714908 1.382466 4.892215 -9.244456 152.876118 -9.907 0.000 2.567385 2.972369 3.291 n/a n/a
240 10000.00 1072.17 5.470687 0.9849567056953887 0.986543 -64436.218444 14.809798 2.065837 7.484045 -11.898030 203.485058 -9.061 0.000 2.643910 2.960393 3.298 n/a n/a
253 8944.44 1013.97 3.511328 0.9850082308138771 0.987036 -42377.761297 9.593501 1.366147 4.829648 -9.150424 151.611840 -9.935 0.000 2.564961 2.972341 3.294 n/a n/a
254 8944.44 1011.97 3.466939 0.9850678711223387 0.987100 -41869.321343 9.474504 1.350138 4.768343 -9.057915 150.372076 -9.964 0.000 2.562555 2.972331 3.297 n/a n/a
241 10000.00 1070.17 5.396373 0.9851003536441792 0.986668 -63601.143222 14.609193 2.039564 7.381172 -11.758452 201.383628 -9.086 0.000 2.641644 2.956852 3.304 n/a n/a
255 8944.44 1009.98 3.423424 0.9851251781437383 0.987161 -41370.510817 9.357845 1.334429 4.708261 -8.966885 149.156065 -9.992 0.000 2.560169 2.972338 3.300 n/a n/a
242 10000.00 1068.17 5.323755 0.9852440582415418 0.986791 -62784.656849 14.413149 2.013870 7.280669 -11.621675 199.330357 -9.112 0.000 2.639401 2.953064 3.310 n/a n/a
256 8944.44 1007.98 3.380756 0.9851801914763509 0.987221 -40881.040552 9.243455 1.319011 4.649365 -8.877290 147.963074 -10.021 0.000 2.557801 2.972362 3.303 n/a n/a
257 8944.44 1005.98 3.338910 0.9852329491698734 0.987278 -40400.632177 9.131266 1.303877 4.591619 -8.789091 146.792397 -10.049 0.000 2.555451 2.972405 3.305 n/a n/a
243 10000.00 1066.16 5.252773 0.9853903203451218 0.986911 -61986.088284 14.221505 1.988733 7.182468 -11.487446 197.322506 -9.138 0.000 2.637197 2.948101 3.316 n/a n/a
258 8944.44 1003.98 3.297862 0.9852834877654865 0.987333 -39929.017635 9.021214 1.289017 4.534989 -8.702248 145.643358 -10.078 0.000 2.553119 2.972464 3.308 n/a n/a
259 8944.44 1001.98 3.257589 0.9853318423321666 0.987387 -39465.938710 8.913236 1.274425 4.479442 -8.616723 144.515301 -10.107 0.000 2.550806 2.972540 3.310 n/a n/a
244 10000.00 1064.16 5.183511 0.9855124812344713 0.987017 -61205.212775 14.034390 1.964158 7.086600 -11.355713 195.359480 -9.164 0.000 2.635027 2.944904 3.321 n/a n/a
260 8944.44 999.98 3.218067 0.9853780465116300 0.987438 -39011.146589 8.807273 1.260091 4.424946 -8.532480 143.407599 -10.136 0.000 2.548510 2.972633 3.312 n/a n/a
245 10000.00 1062.16 5.115889 0.9856138196238704 0.987113 -60441.430808 13.851606 1.940125 6.992961 -11.226517 193.440395 -9.191 0.000 2.632881 2.943633 3.326 n/a n/a
261 8944.44 997.98 3.179275 0.9854221325394193 0.987488 -38564.401444 8.703266 1.246009 4.371470 -8.449482 142.319646 -10.165 0.000 2.546231 2.972743 3.313 n/a n/a
246 10000.00 1060.15 5.049758 0.9857124398508079 0.987206 -59693.957959 13.672831 1.916602 6.901400 -11.099785 191.563330 -9.217 0.000 2.630758 2.942398 3.331 n/a n/a
262 8944.44 995.98 3.141192 0.9854641312870450 0.987535 -38125.472033 8.601160 1.232171 4.318984 -8.367696 141.250857 -10.194 0.000 2.543969 2.972869 3.315 n/a n/a
247 10000.00 1058.15 4.985071 0.9858084229597383 0.987297 -58962.272404 13.497935 1.893572 6.811850 -10.975444 189.726899 -9.243 0.000 2.628658 2.941198 3.336 n/a n/a
263 8944.44 993.98 3.103798 0.9855040722959535 0.987581 -37694.135323 8.500901 1.218571 4.267461 -8.287090 140.200669 -10.223 0.000 2.541724 2.973012 3.316 n/a n/a
248 10000.00 1056.15 4.921782 0.9859018472583939 0.987386 -58245.874233 13.326794 1.871020 6.724246 -10.853421 187.929779 -9.270 0.000 2.626580 2.940032 3.340 n/a n/a
264 8944.44 991.98 3.067073 0.9855419837937757 0.987625 -37270.176133 8.402437 1.205202 4.216872 -8.207630 139.168541 -10.252 0.000 2.539496 2.973170 3.317 n/a n/a
249 10000.00 1054.15 4.859845 0.9859927406924262 0.987472 -57544.284809 13.159289 1.848932 6.639068 -10.733711 186.186656 -9.296 0.000 2.624523 2.938901 3.344 n/a n/a
266 8944.44 987.98 2.995557 0.9856118247972090 0.987707 -36443.566826 8.210696 1.179131 4.118392 -8.052029 137.156385 -10.311 0.000 2.535088 2.973533 3.318 n/a n/a
250 10000.00 1052.14 4.799219 0.9860806729907715 0.987556 -56857.042951 12.995305 1.827291 6.555165 -10.616117 184.464143 -9.323 0.000 2.622488 2.937796 3.348 n/a n/a
267 8944.44 985.99 2.960729 0.9856438044535949 0.987746 -36040.522627 8.117324 1.166417 4.070451 -7.975830 136.175367 -10.340 0.000 2.532908 2.973738 3.318 n/a n/a
268 8944.44 983.99 2.926500 0.9856738549453561 0.987783 -35644.067186 8.025556 1.153910 4.023343 -7.900660 135.210421 -10.370 0.000 2.530744 2.973957 3.319 n/a n/a
251 10000.00 1050.14 4.739859 0.9861661069065054 0.987637 -56183.673929 12.834727 1.806085 6.473024 -10.500639 182.777206 -9.349 0.000 2.620474 2.936721 3.352 n/a n/a
269 8944.44 981.99 2.892852 0.9857019983214977 0.987818 -35254.019801 7.935350 1.141604 3.977047 -7.826493 134.261093 -10.400 0.000 2.528595 2.974191 3.318 n/a n/a
252 10000.00 1048.14 4.681726 0.9862492671911910 0.987717 -55523.746727 12.677449 1.785299 6.392591 -10.387213 181.124721 -9.376 0.000 2.618480 2.935677 3.355 n/a n/a
270 8944.44 979.99 2.859769 0.9857282554525453 0.987852 -34870.205816 7.846663 1.129493 3.931538 -7.753303 133.326946 -10.430 0.000 2.526462 2.974438 3.318 n/a n/a
253 10000.00 1046.13 4.624782 0.9863302198322252 0.987794 -54876.857112 12.523371 1.764921 6.313814 -10.275783 179.505619 -9.403 0.000 2.616507 2.934665 3.358 n/a n/a
271 8944.44 977.99 2.827236 0.9857526460466164 0.987884 -34492.456366 7.759454 1.117573 3.886796 -7.681064 132.407555 -10.459 0.000 2.524343 2.974700 3.318 n/a n/a
254 10000.00 1044.13 4.568991 0.9864090285931305 0.987870 -54242.616983 12.372396 1.744939 6.236641 -10.166293 177.918876 -9.430 0.000 2.614553 2.933684 3.361 n/a n/a
272 8944.44 975.99 2.795239 0.9857751886532342 0.987914 -34120.608139 7.673685 1.105838 3.842801 -7.609752 131.502511 -10.489 0.000 2.522238 2.974976 3.317 n/a n/a
255 10000.00 1042.13 4.514319 0.9864857550834698 0.987943 -53620.653593 12.224433 1.725341 6.161025 -10.058689 176.363505 -9.457 0.000 2.612620 2.932733 3.364 n/a n/a
273 8944.44 973.99 2.763763 0.9857959006892024 0.987942 -33754.503147 7.589317 1.094284 3.799531 -7.539343 130.611418 -10.520 0.000 2.520149 2.975264 3.316 n/a n/a
274 8944.44 971.99 2.732793 0.9858147984292880 0.987970 -33393.988504 7.506313 1.082905 3.756967 -7.469814 129.733892 -10.550 0.000 2.518073 2.975566 3.315 n/a n/a
256 10000.00 1040.13 4.460635 0.9835328026467529 0.985452 -53014.024558 12.075548 1.706056 6.083512 -9.939460 174.656491 -9.484 0.000 2.609497 2.959470 3.373 n/a n/a
275 8944.44 969.99 2.702318 0.9858318970226456 0.987995 -33038.916219 7.424637 1.071697 3.715091 -7.401143 128.869563 -10.580 0.000 2.516011 2.975880 3.313 n/a n/a
257 10000.00 1038.12 4.394063 0.9844673578088954 0.986292 -52267.632248 11.899103 1.682568 5.992719 -9.819338 172.876884 -9.511 0.000 2.606691 2.959109 3.380 n/a n/a
276 8944.44 967.99 2.672323 0.9858472104941052 0.988019 -32689.142997 7.344256 1.060656 3.673884 -7.333309 128.018074 -10.610 0.000 2.513962 2.976206 3.312 n/a n/a
258 10000.00 1036.12 4.332691 0.9845851835535815 0.986408 -51580.597272 11.735123 1.660844 5.908301 -9.703490 171.180021 -9.538 0.000 2.603909 2.958506 3.386 n/a n/a
277 8944.44 965.99 2.642797 0.9858607517432687 0.988041 -32344.530049 7.265135 1.049777 3.633329 -7.266289 127.179077 -10.641 0.000 2.511927 2.976544 3.310 n/a n/a
259 10000.00 1034.12 4.272781 0.9847001879326668 0.986521 -50909.478403 11.575030 1.639620 5.825912 -9.590052 169.522739 -9.566 0.000 2.601149 2.957925 3.393 n/a n/a
278 8944.44 963.99 2.613726 0.9858725325471649 0.988062 -32004.942907 7.187242 1.039056 3.593408 -7.200065 126.352237 -10.672 0.000 2.509906 2.976893 3.308 n/a n/a
279 8944.44 962.00 2.585099 0.9858825635526040 0.988082 -31670.251254 7.110547 1.028490 3.554105 -7.134616 125.537229 -10.702 0.000 2.507896 2.977253 3.306 n/a n/a
260 10000.00 1032.12 4.214284 0.9848124423099653 0.986631 -50253.747862 11.418694 1.618879 5.745485 -9.478948 167.903694 -9.593 0.000 2.598413 2.957366 3.399 n/a n/a
280 8944.44 960.00 2.556905 0.9858908542714940 0.988099 -31340.328752 7.035018 1.018073 3.515404 -7.069923 124.733738 -10.733 0.000 2.505900 2.977623 3.303 n/a n/a
261 10000.00 1030.11 4.157138 0.9848987902616558 0.986702 -49612.743475 11.265922 1.598592 5.666957 -9.369405 166.316190 -9.620 0.000 2.595748 2.953090 3.405 n/a n/a
281 8944.44 958.00 2.529133 0.9858974130745503 0.988116 -31015.052888 6.960626 1.007803 3.477289 -7.005967 123.941459 -10.764 0.000 2.503916 2.978004 3.300 n/a n/a
262 10000.00 1028.11 4.101620 0.9849049995455029 0.986749 -48985.744628 11.117204 1.578782 5.590469 -9.261897 164.764781 -9.648 0.000 2.593110 2.959472 3.411 n/a n/a
282 8944.44 956.00 2.501771 0.9859022471716391 0.988131 -30694.304816 6.887343 0.997676 3.439745 -6.942730 123.160096 -10.795 0.000 2.501944 2.978394 3.298 n/a n/a
263 10000.00 1026.11 4.047407 0.9848990296567346 0.986791 -48372.658167 10.971934 1.559412 5.515772 -9.156526 163.248139 -9.676 0.000 2.590493 2.967263 3.416 n/a n/a
283 8944.44 954.00 2.474810 0.9859053626046858 0.988144 -30377.969214 6.815141 0.987688 3.402759 -6.880196 122.389363 -10.826 0.000 2.499983 2.978794 3.294 n/a n/a
264 10000.00 1024.10 3.994424 0.9848891919955441 0.986830 -47773.082910 10.829941 1.540466 5.442785 -9.053237 161.765030 -9.703 0.000 2.587896 2.975223 3.421 n/a n/a
284 8944.44 952.00 2.448239 0.9859067642259082 0.988156 -30065.934142 6.743993 0.977835 3.366314 -6.818345 121.628983 -10.857 0.000 2.498034 2.979202 3.291 n/a n/a
265 10000.00 1022.10 3.942381 0.9849384664578050 0.986902 -47184.743184 10.690608 1.521877 5.371203 -8.951942 160.312721 -9.731 0.000 2.585319 2.978729 3.426 n/a n/a
266 10000.00 1020.10 3.891319 0.9850295805501321 0.986995 -46607.816886 10.553996 1.503650 5.301052 -8.852591 158.890693 -9.759 0.000 2.582763 2.979021 3.431 n/a n/a
267 10000.00 1018.10 3.841381 0.9851183370491422 0.987086 -46043.230714 10.420379 1.485809 5.232461 -8.755145 157.499120 -9.787 0.000 2.580227 2.979340 3.436 n/a n/a
268 10000.00 1016.09 3.792532 0.9852047942219790 0.987175 -45490.602513 10.289662 1.468343 5.165379 -8.659548 156.137035 -9.815 0.000 2.577711 2.979686 3.440 n/a n/a
269 10000.00 1014.09 3.744739 0.9852890086882831 0.987262 -44949.565375 10.161756 1.451240 5.099760 -8.565748 154.803507 -9.843 0.000 2.575215 2.980060 3.444 n/a n/a
270 10000.00 1012.09 3.697969 0.9853710354780840 0.987347 -44419.766912 10.036576 1.434491 5.035559 -8.473692 153.497643 -9.872 0.000 2.572738 2.980461 3.448 n/a n/a
271 10000.00 1010.08 3.652191 0.9854509280840199 0.987430 -43900.868578 9.914039 1.418083 4.972731 -8.383331 152.218587 -9.900 0.000 2.570281 2.980890 3.452 n/a n/a
272 10000.00 1008.08 3.607376 0.9855287385137698 0.987511 -43392.545018 9.794066 1.402008 4.911236 -8.294617 150.965514 -9.928 0.000 2.567843 2.981346 3.455 n/a n/a
273 10000.00 1006.08 3.563494 0.9856045173474262 0.987590 -42894.483460 9.676580 1.386255 4.851034 -8.207505 149.737632 -9.957 0.000 2.565424 2.981830 3.459 n/a n/a
274 10000.00 1004.08 3.520519 0.9856783137657172 0.987667 -42406.383133 9.561508 1.370814 4.792085 -8.121949 148.534181 -9.986 0.000 2.563024 2.982342 3.462 n/a n/a
275 10000.00 1002.07 3.478423 0.9857501756167608 0.987743 -41927.954722 9.448779 1.355678 4.734353 -8.037909 147.354429 -10.014 0.000 2.560643 2.982881 3.465 n/a n/a
276 10000.00 1000.07 3.437181 0.9858201494459345 0.987816 -41458.919847 9.338326 1.340836 4.677802 -7.955342 146.197671 -10.043 0.000 2.558281 2.983449 3.468 n/a n/a
285 8944.44 950.00 2.421962 0.9841856614343475 0.988166 -29758.090905 6.673873 0.968115 3.330398 -6.757163 120.878685 -10.888 0.000 2.491652 3.343306 3.294 n/a n/a
277 10000.00 998.07 3.396769 0.9858882805446550 0.987888 -40999.010569 9.230083 1.326282 4.622397 -7.874208 145.063231 -10.072 0.000 2.555936 2.984044 3.470 n/a n/a
278 10000.00 996.06 3.357163 0.9859546129862774 0.987959 -40547.968929 9.123987 1.312006 4.568106 -7.794471 143.950457 -10.101 0.000 2.553610 2.984667 3.472 n/a n/a
279 10000.00 994.06 3.318339 0.9860191896702669 0.988027 -40105.546500 9.019978 1.298002 4.514897 -7.716094 142.858720 -10.130 0.000 2.551303 2.985319 3.475 n/a n/a
280 10000.00 992.06 3.280277 0.9860820523497397 0.988095 -39671.503971 8.917996 1.284260 4.462739 -7.639040 141.787417 -10.159 0.000 2.549013 2.985998 3.477 n/a n/a
281 10000.00 990.06 3.242955 0.9861432416777945 0.988160 -39245.610745 8.817987 1.270776 4.411603 -7.563275 140.735965 -10.188 0.000 2.546740 2.986706 3.479 n/a n/a
282 10000.00 988.05 3.206352 0.9862027972310703 0.988224 -38827.644564 8.719894 1.257540 4.361459 -7.488768 139.703804 -10.218 0.000 2.544485 2.987441 3.480 n/a n/a
283 10000.00 986.05 3.170449 0.9862607575498072 0.988287 -38417.391147 8.623667 1.244547 4.312282 -7.415485 138.690392 -10.247 0.000 2.542248 2.988204 3.482 n/a n/a
284 10000.00 984.05 3.135226 0.9863171601621067 0.988348 -38014.643849 8.529255 1.231791 4.264044 -7.343396 137.695209 -10.277 0.000 2.540028 2.988996 3.483 n/a n/a
285 10000.00 982.04 3.100666 0.9863720416181795 0.988408 -37619.203336 8.436608 1.219264 4.216719 -7.272472 136.717751 -10.306 0.000 2.537824 2.989815 3.484 n/a n/a
286 10000.00 980.04 3.066751 0.9864254375123253 0.988467 -37230.877278 8.345680 1.206961 4.170284 -7.202684 135.757534 -10.336 0.000 2.535638 2.990663 3.485 n/a n/a
287 10000.00 978.04 3.033464 0.9864773825130264 0.988524 -36849.480050 8.256425 1.194877 4.124714 -7.134004 134.814089 -10.366 0.000 2.533468 2.991539 3.486 n/a n/a
288 10000.00 976.04 3.000751 0.9854739135996767 0.988580 -36474.832457 8.168800 1.183005 4.079987 -7.066405 133.886967 -10.396 0.000 2.528580 3.226518 3.491 n/a n/a
