Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
7 2080.00 1105.15 106.075620 69.6673 0.254535 14.7065 0.150776 0 0.769263 0.0282817 0.518498 0 0 2.06456 3.41266 3.20526 0 5.22239
13 2000.00 1187.15 104.512544 64.6047 0.813299 14.2758 0.69661 0 3.55412 0.124387 1.26301 0 0 4.15261 4.38225 1.25344 0 4.8798
7 1500.00 1080.15 96.304180 74.4288 0.347164 11.4574 0.229506 0 1.17094 0.0695712 0.299745 0 0 1.92948 3.84918 1.54666 0.113097 4.55837
8 1613.00 1252.15 95.906187 58.0776 0.855002 18.1427 0.57325 0 2.92473 0 3.23233 0 0 5.88075 4.37928 1.53275 0 4.4016 0 0.693773
13 12000.00 1427.15 100.322884 51.0352 0.627972 19.3376 1.12924 0 5.7614 0.159485 5.88101 0 0 8.3929 3.52861 0.478455 0.179421 3.48874
8 2320.00 1312.15 97.474259 51.3777 1.54913 15.4605 1.1583 0 5.90966 0.0923321 4.57557 0 0 6.95568 4.82179 3.18033 0 4.91906
13 7000.00 1422.15 101.798134 49.3133 1.15916 16.798 1.46789 0 7.48919 0.166997 8.09445 0 0 9.9216 3.01577 0.510815 0 2.06291
13 1.01 1397.15 98.887508 51.2704 1.85059 13.4496 2.10594 0 10.7445 0.212363 7.13943 0 0 11.6294 1.48654 0.111238 0 0 0 4.9776
14 10000.00 1409.15 100.124503 49.7381 1.07866 19.1362 1.24795 0 6.36707 0.109863 5.47319 0 0 8.48943 3.58554 0.509366 0 4.26469
14 7000.00 1394.15 101.809207 50.683 1.03134 16.6979 1.96368 0 10.0187 0.166979 5.88355 0 0 9.41958 2.09215 0.47147 0 1.57157
14 1030.00 1454.15 100.877458 49.8526 0.33722 17.1828 1.04271 0 5.31991 0 9.70278 0 0 11.3928 2.91885 0 0 2.250251852 0.139507 5.28132
14 16000.00 1589.15 99.197747 46.7753 0.685499 17.3391 1.49474 0 7.62618 0.11089 12.6011 0 0 10.8369 2.30852 0.0705661 0.151213 0
8 1475.00 1252.15 97.197276 62.1417 0.596725 16.2556 0.620484 0 3.16573 0 2.05767 0 0 5.09274 4.01246 1.88277 0 4.17417
14 2000.00 1184.15 104.512544 64.6047 0.813299 14.2758 0.69661 0 3.55412 0.124387 1.26301 0 0 4.15261 4.38225 1.25344 0 4.8798
8 4169.00 1102.15 108.558299 64.9635 0.319177 14.333 0.394978 0 2.01519 0.0652548 0.309657 0 0 1.43976 5.20619 2.93699 0 8.01629
8 7020.00 1392.15 108.278891 48.6429 0.914306 15.1276 1.30321 0 6.64903 0.203179 6.90809 0 0 8.12716 3.8604 0.757304 0 7.5068
14 3000.00 1424.15 100.897586 50.5463 0.852349 16.155 1.86584 0 9.51955 0.158577 8.22616 0 0 9.86148 1.78399 0.336975 0 0.693773
8 3949.00 1268.15 107.087783 50.3325 0.803079 17.7425 1.3006 0 6.63568 0.177425 4.02474 0 0 8.94593 2.89482 0.70036 0 6.44238
14 12000.00 1424.15 100.322884 51.0352 0.627972 19.3376 1.12924 0 5.7614 0.159485 5.88101 0 0 8.3929 3.52861 0.478455 0.179421 3.48874
14 7000.00 1419.15 101.798134 49.3133 1.15916 16.798 1.46789 0 7.48919 0.166997 8.09445 0 0 9.9216 3.01577 0.510815 0 2.06291
14 7000.00 1184.15 104.468117 55.4236 0.756212 17.3259 1.32683 0 6.76953 0.153157 1.75173 0 0 4.49898 4.47984 2.53666 0 4.9776
