CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[1269],OCEAN ISLAND,AZORES / PICO,FASE DE STA LUZIA,38.47,38.47,-28.3,-28.3,SAE,,,s_ACO95-20 [1269],BASALT [1269],,,,,,,1718,,VOL,,,,"HE4_HE3 from CLINOPYROXENE [1269], HE4_HE3(R/R(A)) from CLINOPYROXENE [1269]",MIN [1269] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72110,10,,,13909
[1269],OCEAN ISLAND,AZORES / PICO,"PIC DE FELIPE, BETWEEN SAO ROQUE DO PICO AND LAJES",38.47,38.47,-28.3,-28.3,SAE,,,s_ACO95-26 [1269],BASALT [1269],,,,,,,,,VOL,,,,"HE4_HE3 from OLIVINE [1269], HE4_HE3(R/R(A)) from OLIVINE [1269]",MIN [1269] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72550,10,,,13910
[1269],OCEAN ISLAND,AZORES / PICO,"NEAR CAELANO, PONTA DA FACA",38.47,38.47,-28.3,-28.3,SAE,,,s_ACO95-33 [1269],BASALT [1269],,,,,,,,,VOL,,,,"HE4_HE3 from OLIVINE [1269], HE4_HE3(R/R(A)) from OLIVINE [1269]",MIN [1269] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80910,8.9,,,13914
[1269],OCEAN ISLAND,AZORES / PICO,"PIC DE FELIPE, BETWEEN SAO ROQUE DO PICO AND LAJES",38.47,38.47,-28.3,-28.3,SAE,,,s_ACO95-40 [1269],BASALT [1269],,,,,,,,,VOL,,,,"HE4_HE3 from OLIVINE [1269], HE4_HE3(R/R(A)) from OLIVINE [1269]",MIN [1269] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95960,7.5,,,13915
[1269],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P1 [1269],BASALT [1269],,,,,,,,,VOL,,,,,WR [1269] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96,,15.61,,39.37,,,,,,,,,,,,,,,13961
[671],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AP-2 [671],BASALT [671],,,,,,,,,VOL,,,,,WR [671] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,,,6442,,30.1,,220,560,,,49,206,,110,,,,,,,,,,,,,,,,,,,,,,,242,23.3,52.4,,30,5.19,2.05,,0.81,4.9,,,,1.96,0.28,4.61,2,,,,,,,,,,,2.52,0.74,,,,,,,,,,,,,,,,,,,,,,,,,14075
[671],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AP-7 [671],BASALT [671],,,,,,,,,VOL,,,,,WR [671] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,6642,,31.5,,290,620,,,51,238,,100,,,,,,,,,,,,,,,,,,,,,,,286,26.2,57.8,,33,6.29,2.2,,0.83,5.1,,,,2.07,0.27,4.91,2.18,,,,,,,,,,,2.46,0.8,,,,,,,,,,,,,,,,,,,,,,,,,14076
[671],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AP-9 [671],BASALT [671],,,,,,,,,VOL,,,,,WR [671] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357,,,9140,,30.2,,310,410,,,44,105,,120,,,,,,,,,,,,,,,,,,,,,,,307,30.4,66.8,,35,6.64,2.32,,0.83,4.5,,,,2.13,0.29,5.04,2.33,,,,,,,,,,,3.15,0.89,,,,,,,,,,,,,,,,,,,,,,,,,14078
[671],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AP-11 [671],BASALT [671],,,,,,,,,VOL,,,,,WR [671] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269,,,13290,,22.5,,180,360,,,39,168,,120,,,,,,,,,,,,,,,,,,,,,,,384,38.6,60,,38,7.03,2.33,,0.92,5.7,,,,2.58,0.36,6.29,2.95,,,,,,,,,,,4.28,1.21,,,,,,,,,,,,,,,,,,,,,,,,,14079
[249],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P37 [249],ANKARAMITE [249],,,,,,,,,VOL,,,,,WR [249] ,48.63,2.87,,14.84,,,,9.36,11.04,8.34,0.17,4.36,1.08,3.28,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,266,,,,119,37,93,,,,,,22,515,25,195,41,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,0.00013,,,,,,,,,,,,,,,,,,,,,,,1.238,,,,,,,,,,,15497
[249],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P37 [249],ANKARAMITE [249],,,,,,,,,VOL,,,,,WR [249] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15504
[249],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P37 [249],ANKARAMITE [249],,,,,,,,,VOL,,,,,WR [249] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000035,,,,,,,,,,,,,,,,,,,,,,,1.107,,,,,,,,,,,15505
[249],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P37 [249],ANKARAMITE [249],,,,,,,,,VOL,,,,,WR [249] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000072,,,,,,,,,,,,,,,,,,,,,,,1.091,,,,,,,,,,,15506
[483][671],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AP4 [483] / s_AP-4 [671],"BASALT, ALKALINE [483] / BASALT [671]",,,,HOLOCENE [483],,,,,VOL,,,,,WR [483] ,,,,,,,,,,9.38,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,,,8302,,26.4,,290,350,,,46,172,,120,,,,,,,,,,,,,,,,,,,,,,,238,25.9,58.2,,28,6.13,2.22,,0.84,5,,,,2.1,0.3,5.28,2.24,,,0.0000148,,,,,,,,3.02,0.87,,,,,,,,,,,,,,,0.122,,,,,,,,,,1569-AP4
[1195][20791][3061][3112],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AZP5 [1195],"BASALT, TRANSITIONAL [1195]",,,,,,,,,VOL,,,F,,WR [1195] ,,,,,,,,,,16.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,0.056,0.053,1.1,,0.00045,,,,15.5,33.6,4.2,,,,,,,,,,1.3,,,,,,,,,,,,1.06,,,0.29,0.512911,,,0.703696,,19.432,,15.61,,38.938,,,,,,,,,,,,,,,1569-AZP5
[1197][20791][3061][3112][1195],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AZP6 [1197],"BASALT [1197] / BASALT, ALKALINE [1195]",,,,,,,,,VOL,,,F,,WR [1197] ,,,,,,,,,,6.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,32,308,55,3.1,,,,,0.094,0.087,2.8,,0.00016,,,359,38.4,87.7,10.3,54,,,,,,,,,2.2,,,,,,,,,,,,2.75,,,1.23,0.512946,,,0.703443,,19.464,,15.604,,38.936,,,,,,,,,,,,,,,1569-AZP6
[1197][3061][3112][1195],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AZP7 [1197],"BASALT [1197] / BASALT, ALKALINE [1195]",,,,,,,,,VOL,,,F,,WR [1197] ,,,,,,,,,,16.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,303,18,113,20,,,,,,0.06,0.054,2.9,,0.00014,,,197,17,33,,21,,,,,,,,,,,,,,,,,,,,,1.7,,,0.443,0.512885,,,0.703748,,18.755,,15.552,,38.251,,,,,,,,,,,,,,,1569-AZP7
[1197][3061][3112][1195],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_AZP8 [1197],"BASALT [1197] / BASALT, ALKALINE [1195]",,,,,,,,,VOL,,,F,,WR [1197] ,,,,,,,,,,13.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,444,21,160,29,,,,,,0.052,0.066,1.5,,,,,261,17,52,,28,,,,,,,,,,,,,,,,,,,,,2.32,,,0.701,0.512869,,,0.703943,,19.295,,15.676,,39.082,,,,,,,,,,,,,,,1569-AZP8
[656][174][183][173],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P-21 [656],"BASALT, ALKALINE [656] / BASALT [174]",,,,,,,,,VOL,,,,,WR [656] ,47.69,2.35,,14.36,,3.58,6.44,,10.23,10.11,0.16,3.95,1.01,2.94,0.36,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,240,497,,,51,208,,,,,,,,20,522,,166,34.7,,,,,,,,1.84,0.132,,,0.183,257,22.3,48.6,6.44,27.1,5.82,2.07,,0.8,,,,,2.1,0.21,4.88,2.4,,,,,,,,,,,2.4,0.71,,,,0.70362,,,,,,,,,,,,,,,,,,,,,1569-P-21
[696][18464][21958][11112][21396],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P25 [696],"BASALT, ALKALINE [696] / NOT GIVEN [21958]",,,,,,,1718,,VOL,,,,,WR [696] ,47.07,2.77,,14.92,,,,9.98,11.11,8.24,0.16,4.61,1.18,3.43,0.47,,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,29,,265,356,,,40,119,52,92,20,,,,,31,606,28,210,40,,,,,,,,1.66,,,,0.2,297,30.9,65.5,,33.3,7.02,2.33,,1,,,,,2.22,0.31,4.84,2.6,,,,,,,,0.025,5,,2.95,0.93,0.512907,,,0.703919,,19.67,,15.59,,39.15,,,,,,,,0.282997,,,,,,,1569-P25
[696][21958][21396],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P26 [696],"BASALT, ALKALINE [696] / NOT GIVEN [21958]",,,,,,,1720,,VOL,,,,,WR [696] ,46.84,2.64,,13.58,,,,10.27,11,10.83,0.16,4.03,1.01,3.02,0.41,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,240,610,,,49,195,49,97,20,,,,,34,538,27,199,36,,,,,,,,1.65,,,,,257,27.2,58.9,,31.1,6.63,2.21,,0.98,,,,,2.1,0.3,4.86,2.48,,,,,,,,,5,,2.511,0.795,0.512905,,,0.703803,,19.65,,15.58,,39.09,,,,,,,,0.28300258,,,,,,,1569-P26
[19965],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P27 [19965],NOT GIVEN [19965],,,,,,,,,VOL,,,,,WR [19965] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28301,,,,,,,1569-P27
[696][656][21396],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P28 [696] / s_P-28 [656],"BASALT, ALKALINE [696] / NOT GIVEN [21396]",,,,,,,,,VOL,,,,,WR [696] ,54.72,1.65,,17.67,,2.42,5.86,8.15,5.26,2.91,0.19,9.07,2.8,6.27,0.49,,,,,,,,,,,,,,,,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,74,58,,,15,26,22,106,25,,,,,61.7,550,39,435,76,,,,,,,,,,,,0.58,645,57,117,,49.7,9.24,2.82,,1.17,,,,,3.66,0.5,8.77,5.09,,,,,,,,,4,,6.853,2.139,0.512888,,,0.703849,,19.8,,15.62,,39.34,,,,,,,,0.28298888,,,,,,,1569-P-28
[19965],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_P7 [19965],NOT GIVEN [19965],,,,,,,,,VOL,,,,,WR [19965] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283033,,,,,,,1569-P7
[1320],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_95 [1320],"BASALT, PLAGIOCLASE [1320]",,,,,,,,,VOL,,,,,WR [1320] ,48.01,3.28,,14.45,,6.27,5.62,,11.35,6.35,0.19,3.44,0.86,2.58,0.51,,0.3,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15946
[1322],OCEAN ISLAND,AZORES / PICO,,38.47,38.47,-28.3,-28.3,SAE,,,s_46 [1322],"BASALT, OLIVINE [1322]",,,,,,,,PORPHYRITIC [1322] ,VOL,,,,,WR [1322] ,47.28,2.56,,11.25,,2.37,8.06,,13.22,10.92,0.14,2.77,0.95,1.82,0.36,,0.89,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15963
[23618],OCEAN ISLAND,AZORES / PICO,,38.46675,38.46675,-28.351482,-28.351482,SAE,,,s_PIC83 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,47.03,2.32,,13.67,,,,9.74,11.04,10.38,0.17,3.79,0.97,2.82,0.42,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,254,310,,,45,210,80,90,17,1,,,,19,512,21,169,27,,,,,,,,,,,,,276,24,51.3,6.41,25.3,5.8,1.9,5.4,0.9,4.6,0.9,2.2,0.29,1.8,0.27,3.8,1.9,,,,,,,,,6,,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,1708942
[23618],OCEAN ISLAND,AZORES / PICO,,38.558001,38.558001,-28.395928,-28.395928,SAE,,,s_PIC84 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,47.02,2.35,,13.17,,,,10,10.42,11.39,0.17,3.77,1.07,2.7,0.42,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,241,570,,,51,290,60,90,18,1,,,,22,503,19,188,29,,,,,,,,,,,,,322,28.1,59.6,7.44,29.4,6.3,2.03,5.7,0.8,4.7,0.8,2.2,0.29,1.8,0.25,4.3,2.1,,,,,,,,,,,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,1708943
[23618],OCEAN ISLAND,AZORES / PICO,,38.51795,38.51795,-28.539346,-28.539346,SAE,,,s_PIC85 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,46.82,3.31,,16.78,,,,11.28,10.13,4.75,0.17,5.52,1.61,3.91,0.44,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,258,12,,,37,52,64,91,23,,,,,24,697,30,228,44,,,,,,,,,,,,,389,29.2,76,6.83,30.7,7.2,2.13,6.35,1.05,5.67,1.03,2.73,0.38,2.2,0.32,5.2,2.84,,,,,,,,,,,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,1708944
[23618],OCEAN ISLAND,AZORES / PICO,,38.447704,38.447704,-28.506901,-28.506901,SAE,,,s_PIC86 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,47.11,2.69,,12.57,,,,10.08,11.81,9.95,0.18,3.66,0.95,2.71,0.4,,,,,,,,,,,,,,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,288,,,,,167,60,75,,,,,,,481,24,172,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708945
[23618],OCEAN ISLAND,AZORES / PICO,S. MATEUS,38.423261,38.423261,-28.424374,-28.424374,SAE,,,s_PIC87 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,46.77,2.01,,11.38,,,,10.1,11.14,13.63,0.16,3.46,0.89,2.57,0.32,,,,,,,,,,,,,,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,233,,,,,294,41,70,,,,,,,415,19,152,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708946
[23618],OCEAN ISLAND,AZORES / PICO,,38.474569,38.474569,-28.436526,-28.436526,SAE,,,s_PIC90 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,46.78,2.35,,12.25,,,,10.02,11.16,12.68,0.17,3.36,0.9,2.46,0.35,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,253,640,,,51,270,40,80,17,2,,,,19,444,19,158,27,,,,,,,,,,,,,249,21.8,45.6,5.63,23.8,5.4,1.83,5.4,0.8,4.6,0.8,2.1,0.28,1.7,0.27,3.7,1.8,,,,,,,,,,,2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,1708947
[23618],OCEAN ISLAND,AZORES / PICO,PICO DE URZE,38.454039,38.454039,-28.351073,-28.351073,SAE,,,s_PIC43 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,47.41,2.2,,12.03,,,,9.79,10.63,12.32,0.16,3.71,1.02,2.69,0.39,,,,,,,,,,,,,,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,230,,,,,252,38,79,,,,,,,480,20,,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708948
[23618],OCEAN ISLAND,AZORES / PICO,,38.476745,38.476745,-28.345111,-28.345111,SAE,,,s_PIC45 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,46.31,2.32,,13.12,,,,10.02,11.7,10.43,0.17,4.06,1.03,3.03,0.37,,,,,,,,,,,,,,,,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,262,,,,,183,49,71,,,,,,,513,20,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708949
[23618],OCEAN ISLAND,AZORES / PICO,CABECO DAS CABRAS,38.47539,38.47539,-28.423107,-28.423107,SAE,,,s_PIC46 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,47.33,1.96,,10.78,,,,9.91,12.11,12.48,0.16,3.36,0.8,2.56,0.28,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,258,,,,,229,38,67,,,,,,,350,18,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708950
[23618],OCEAN ISLAND,AZORES / PICO,,38.466622,38.466622,-28.401409,-28.401409,SAE,,,s_PIC70 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,47.86,3.11,,16.12,,,,10.47,11.02,4.92,0.17,4.63,1.16,3.47,0.5,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,287,20,,,35,80,70,110,22,1,,,,23,585,27,239,35,,,,,,,,,,,,,308,30.5,65.9,8.27,34,7.9,2.61,7.2,1.1,6,1.1,2.9,0.38,2.3,0.33,5.1,2.4,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1708951
[23618],OCEAN ISLAND,AZORES / PICO,,38.469488,38.469488,-28.403665,-28.403665,SAE,,,s_PIC65 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,46.37,3.28,,15.84,,,,10.93,10.77,5.48,0.18,4.48,1.27,3.21,0.55,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,301,30,,,39,100,80,110,21,1,,,,25,626,27,255,40,,,,,,,,,,,,,340,35.7,77.2,9.57,38.9,8.5,2.82,7.8,1.1,6.3,1.1,3,0.4,2.3,0.35,5.7,2.8,,,,,,,,,,,3.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,1708952
[23618],OCEAN ISLAND,AZORES / PICO,,38.469485,38.469485,-28.403894,-28.403894,SAE,,,s_PIC66 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,46.19,3.2,,15.1,,,,11,11.11,6.17,0.18,4.55,1.23,3.32,0.55,,,,,,,,,,,,,,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,306,50,,,42,110,80,110,22,1,,,,24,624,26,250,40,,,,,,,,,,,,,336,35.2,75.7,9.47,38.1,8.4,2.78,7.6,1.2,6.1,1.1,2.9,0.38,2.3,0.34,5.5,2.8,,,,,,,,,,,3.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,1708953
[23618],OCEAN ISLAND,AZORES / PICO,,38.467111,38.467111,-28.402725,-28.402725,SAE,,,s_PIC67 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,46.51,3.57,,15.44,,,,11.62,10.29,5.03,0.19,4.85,1.32,3.53,0.58,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,316,50,,,36,80,80,120,23,2,,,,28,544,29,266,43,,,,,,,,,,,,,333,35.1,75.4,9.35,38.5,8.6,2.9,8.4,1.2,6.8,1.2,3.2,0.43,2.6,0.37,6,2.8,,,,,,,,,6,,3.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,1708954
[23618],OCEAN ISLAND,AZORES / PICO,,38.467396,38.467396,-28.402272,-28.402272,SAE,,,s_PIC68 [23618],BASALT [23618],,10000 [23618],,,,,,,VOL,,,,,WR [23618] ,45.93,3.57,,16.26,,,,11.39,10.83,4.87,0.19,4.74,1.38,3.36,0.63,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,311,,,,37,80,90,110,22,1,,,,27,677,29,278,45,,,,,,,,,,,,,375,38.5,84.9,10.4,42.1,9,2.99,8.3,1.3,6.8,1.2,3.1,0.42,2.5,0.37,6.1,3,,,,,,,,,,,3.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,1708955
